,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1025792,HR,Croatia,,,,,,2020-02-15,10.0,2.0,29.0,5.0,1.0,-2.0
1025793,HR,Croatia,,,,,,2020-02-16,13.0,6.0,32.0,9.0,1.0,-2.0
1025794,HR,Croatia,,,,,,2020-02-17,5.0,3.0,18.0,5.0,1.0,-1.0
1025795,HR,Croatia,,,,,,2020-02-18,1.0,-1.0,7.0,0.0,1.0,1.0
1025796,HR,Croatia,,,,,,2020-02-19,4.0,2.0,12.0,2.0,1.0,0.0
1025797,HR,Croatia,,,,,,2020-02-20,4.0,2.0,11.0,3.0,0.0,0.0
1025798,HR,Croatia,,,,,,2020-02-21,3.0,4.0,15.0,5.0,0.0,0.0
1025799,HR,Croatia,,,,,,2020-02-22,8.0,4.0,36.0,4.0,2.0,-2.0
1025800,HR,Croatia,,,,,,2020-02-23,10.0,5.0,18.0,14.0,2.0,-2.0
1025801,HR,Croatia,,,,,,2020-02-24,4.0,7.0,19.0,5.0,1.0,-1.0
1025802,HR,Croatia,,,,,,2020-02-25,1.0,10.0,16.0,3.0,1.0,0.0
1025803,HR,Croatia,,,,,,2020-02-26,-8.0,1.0,-9.0,-8.0,-1.0,2.0
1025804,HR,Croatia,,,,,,2020-02-27,0.0,0.0,5.0,-1.0,0.0,1.0
1025805,HR,Croatia,,,,,,2020-02-28,-3.0,0.0,1.0,-1.0,0.0,1.0
1025806,HR,Croatia,,,,,,2020-02-29,-1.0,2.0,2.0,-6.0,1.0,0.0
1025807,HR,Croatia,,,,,,2020-03-01,-8.0,-5.0,-39.0,-6.0,-2.0,2.0
1025808,HR,Croatia,,,,,,2020-03-02,2.0,2.0,4.0,5.0,2.0,0.0
1025809,HR,Croatia,,,,,,2020-03-03,-1.0,-2.0,2.0,1.0,2.0,1.0
1025810,HR,Croatia,,,,,,2020-03-04,3.0,2.0,5.0,1.0,2.0,0.0
1025811,HR,Croatia,,,,,,2020-03-05,3.0,2.0,18.0,3.0,3.0,0.0
1025812,HR,Croatia,,,,,,2020-03-06,-2.0,3.0,-9.0,1.0,1.0,1.0
1025813,HR,Croatia,,,,,,2020-03-07,7.0,6.0,11.0,-2.0,3.0,-1.0
1025814,HR,Croatia,,,,,,2020-03-08,13.0,11.0,9.0,9.0,2.0,-2.0
1025815,HR,Croatia,,,,,,2020-03-09,1.0,2.0,15.0,3.0,2.0,-1.0
1025816,HR,Croatia,,,,,,2020-03-10,2.0,5.0,19.0,3.0,3.0,0.0
1025817,HR,Croatia,,,,,,2020-03-11,3.0,11.0,27.0,3.0,2.0,-1.0
1025818,HR,Croatia,,,,,,2020-03-12,1.0,21.0,25.0,1.0,1.0,0.0
1025819,HR,Croatia,,,,,,2020-03-13,-11.0,27.0,-5.0,-11.0,-2.0,3.0
1025820,HR,Croatia,,,,,,2020-03-14,-18.0,9.0,1.0,-22.0,-4.0,4.0
1025821,HR,Croatia,,,,,,2020-03-15,-24.0,3.0,3.0,-25.0,-8.0,4.0
1025822,HR,Croatia,,,,,,2020-03-16,-19.0,18.0,13.0,-35.0,-24.0,9.0
1025823,HR,Croatia,,,,,,2020-03-17,-29.0,-1.0,17.0,-41.0,-29.0,11.0
1025824,HR,Croatia,,,,,,2020-03-18,-30.0,7.0,14.0,-45.0,-33.0,12.0
1025825,HR,Croatia,,,,,,2020-03-19,-57.0,-14.0,14.0,-51.0,-40.0,15.0
1025826,HR,Croatia,,,,,,2020-03-20,-65.0,-20.0,4.0,-57.0,-45.0,18.0
1025827,HR,Croatia,,,,,,2020-03-21,-73.0,-28.0,-28.0,-61.0,-41.0,13.0
1025828,HR,Croatia,,,,,,2020-03-22,-79.0,-49.0,-57.0,-56.0,-44.0,11.0
1025829,HR,Croatia,,,,,,2020-03-23,-73.0,-39.0,-52.0,-77.0,-58.0,22.0
1025830,HR,Croatia,,,,,,2020-03-24,-80.0,-50.0,-60.0,-82.0,-63.0,27.0
1025831,HR,Croatia,,,,,,2020-03-25,-80.0,-49.0,-59.0,-82.0,-64.0,27.0
1025832,HR,Croatia,,,,,,2020-03-26,-79.0,-51.0,-60.0,-82.0,-64.0,28.0
1025833,HR,Croatia,,,,,,2020-03-27,-78.0,-47.0,-52.0,-79.0,-63.0,29.0
1025834,HR,Croatia,,,,,,2020-03-28,-79.0,-51.0,-42.0,-74.0,-52.0,18.0
1025835,HR,Croatia,,,,,,2020-03-29,-82.0,-57.0,-45.0,-74.0,-50.0,15.0
1025836,HR,Croatia,,,,,,2020-03-30,-74.0,-46.0,-41.0,-79.0,-61.0,25.0
1025837,HR,Croatia,,,,,,2020-03-31,-74.0,-45.0,-42.0,-77.0,-61.0,25.0
1025838,HR,Croatia,,,,,,2020-04-01,-72.0,-41.0,-34.0,-76.0,-60.0,24.0
1025839,HR,Croatia,,,,,,2020-04-02,-71.0,-43.0,-22.0,-74.0,-60.0,24.0
1025840,HR,Croatia,,,,,,2020-04-03,-71.0,-38.0,-25.0,-73.0,-59.0,25.0
1025841,HR,Croatia,,,,,,2020-04-04,-73.0,-41.0,-31.0,-68.0,-47.0,16.0
1025842,HR,Croatia,,,,,,2020-04-05,-76.0,-44.0,-30.0,-66.0,-46.0,13.0
1025843,HR,Croatia,,,,,,2020-04-06,-66.0,-35.0,-10.0,-71.0,-57.0,21.0
1025844,HR,Croatia,,,,,,2020-04-07,-65.0,-33.0,-5.0,-70.0,-57.0,21.0
1025845,HR,Croatia,,,,,,2020-04-08,-64.0,-28.0,-8.0,-70.0,-57.0,21.0
1025846,HR,Croatia,,,,,,2020-04-09,-60.0,-16.0,-8.0,-68.0,-57.0,21.0
1025847,HR,Croatia,,,,,,2020-04-10,-64.0,-15.0,-17.0,-70.0,-61.0,25.0
1025848,HR,Croatia,,,,,,2020-04-11,-70.0,-30.0,-21.0,-65.0,-52.0,16.0
1025849,HR,Croatia,,,,,,2020-04-12,-86.0,-90.0,-30.0,-73.0,-51.0,14.0
1025850,HR,Croatia,,,,,,2020-04-13,-84.0,-77.0,-2.0,-80.0,-86.0,29.0
1025851,HR,Croatia,,,,,,2020-04-14,-71.0,-41.0,-47.0,-76.0,-58.0,24.0
1025852,HR,Croatia,,,,,,2020-04-15,-63.0,-30.0,-6.0,-68.0,-55.0,20.0
1025853,HR,Croatia,,,,,,2020-04-16,-62.0,-32.0,3.0,-67.0,-55.0,20.0
1025854,HR,Croatia,,,,,,2020-04-17,-63.0,-27.0,0.0,-67.0,-54.0,21.0
1025855,HR,Croatia,,,,,,2020-04-18,-65.0,-32.0,3.0,-57.0,-39.0,11.0
1025856,HR,Croatia,,,,,,2020-04-19,-70.0,-36.0,0.0,-59.0,-37.0,10.0
1025857,HR,Croatia,,,,,,2020-04-20,-62.0,-33.0,-15.0,-69.0,-53.0,19.0
1025858,HR,Croatia,,,,,,2020-04-21,-63.0,-32.0,-19.0,-68.0,-53.0,19.0
1025859,HR,Croatia,,,,,,2020-04-22,-60.0,-29.0,7.0,-66.0,-52.0,18.0
1025860,HR,Croatia,,,,,,2020-04-23,-59.0,-31.0,11.0,-65.0,-51.0,18.0
1025861,HR,Croatia,,,,,,2020-04-24,-61.0,-28.0,8.0,-65.0,-50.0,19.0
1025862,HR,Croatia,,,,,,2020-04-25,-62.0,-26.0,12.0,-57.0,-36.0,9.0
1025863,HR,Croatia,,,,,,2020-04-26,-68.0,-35.0,9.0,-54.0,-34.0,7.0
1025864,HR,Croatia,,,,,,2020-04-27,-49.0,-21.0,22.0,-59.0,-46.0,15.0
1025865,HR,Croatia,,,,,,2020-04-28,-51.0,-21.0,10.0,-59.0,-46.0,14.0
1025866,HR,Croatia,,,,,,2020-04-29,-54.0,-17.0,-12.0,-64.0,-47.0,17.0
1025867,HR,Croatia,,,,,,2020-04-30,-43.0,5.0,17.0,-56.0,-46.0,13.0
1025868,HR,Croatia,,,,,,2020-05-01,-85.0,-88.0,-6.0,-78.0,-83.0,26.0
1025869,HR,Croatia,,,,,,2020-05-02,-52.0,-5.0,-5.0,-53.0,-36.0,9.0
1025870,HR,Croatia,,,,,,2020-05-03,-72.0,-80.0,16.0,-51.0,-35.0,7.0
1025871,HR,Croatia,,,,,,2020-05-04,-40.0,-7.0,30.0,-52.0,-40.0,12.0
1025872,HR,Croatia,,,,,,2020-05-05,-47.0,-15.0,5.0,-57.0,-40.0,14.0
1025873,HR,Croatia,,,,,,2020-05-06,-44.0,-11.0,14.0,-53.0,-39.0,13.0
1025874,HR,Croatia,,,,,,2020-05-07,-42.0,-12.0,32.0,-52.0,-38.0,12.0
1025875,HR,Croatia,,,,,,2020-05-08,-43.0,-6.0,28.0,-51.0,-37.0,12.0
1025876,HR,Croatia,,,,,,2020-05-09,-44.0,0.0,39.0,-43.0,-18.0,4.0
1025877,HR,Croatia,,,,,,2020-05-10,-68.0,-80.0,22.0,-45.0,-24.0,4.0
1025878,HR,Croatia,,,,,,2020-05-11,-15.0,1.0,10.0,-43.0,-31.0,9.0
1025879,HR,Croatia,,,,,,2020-05-12,-24.0,-10.0,-8.0,-50.0,-33.0,12.0
1025880,HR,Croatia,,,,,,2020-05-13,-18.0,-6.0,22.0,-42.0,-30.0,9.0
1025881,HR,Croatia,,,,,,2020-05-14,-19.0,-8.0,16.0,-42.0,-30.0,8.0
1025882,HR,Croatia,,,,,,2020-05-15,-20.0,-2.0,12.0,-43.0,-30.0,8.0
1025883,HR,Croatia,,,,,,2020-05-16,-18.0,5.0,30.0,-32.0,-10.0,1.0
1025884,HR,Croatia,,,,,,2020-05-17,-41.0,-77.0,36.0,-36.0,-13.0,1.0
1025885,HR,Croatia,,,,,,2020-05-18,-7.0,2.0,35.0,-35.0,-27.0,6.0
1025886,HR,Croatia,,,,,,2020-05-19,-14.0,-5.0,4.0,-40.0,-28.0,9.0
1025887,HR,Croatia,,,,,,2020-05-20,-13.0,-4.0,2.0,-40.0,-29.0,9.0
1025888,HR,Croatia,,,,,,2020-05-21,-6.0,0.0,45.0,-32.0,-28.0,6.0
1025889,HR,Croatia,,,,,,2020-05-22,-11.0,1.0,43.0,-33.0,-26.0,6.0
1025890,HR,Croatia,,,,,,2020-05-23,-11.0,5.0,64.0,-25.0,-4.0,-2.0
1025891,HR,Croatia,,,,,,2020-05-24,-33.0,-76.0,41.0,-30.0,-9.0,1.0
1025892,HR,Croatia,,,,,,2020-05-25,-6.0,4.0,25.0,-34.0,-25.0,6.0
1025893,HR,Croatia,,,,,,2020-05-26,-9.0,-5.0,20.0,-34.0,-23.0,7.0
1025894,HR,Croatia,,,,,,2020-05-27,-7.0,-1.0,35.0,-31.0,-23.0,6.0
1025895,HR,Croatia,,,,,,2020-05-28,-8.0,-2.0,30.0,-31.0,-23.0,6.0
1025896,HR,Croatia,,,,,,2020-05-29,-3.0,25.0,38.0,-26.0,-23.0,4.0
1025897,HR,Croatia,,,,,,2020-05-30,-45.0,-79.0,57.0,-39.0,-29.0,3.0
1025898,HR,Croatia,,,,,,2020-05-31,-13.0,-16.0,35.0,-20.0,6.0,-1.0
1025899,HR,Croatia,,,,,,2020-06-01,3.0,9.0,48.0,-24.0,-20.0,4.0
1025900,HR,Croatia,,,,,,2020-06-02,-3.0,0.0,48.0,-26.0,-19.0,4.0
1025901,HR,Croatia,,,,,,2020-06-03,-4.0,0.0,42.0,-29.0,-20.0,4.0
1025902,HR,Croatia,,,,,,2020-06-04,-5.0,-1.0,23.0,-27.0,-20.0,5.0
1025903,HR,Croatia,,,,,,2020-06-05,-9.0,2.0,8.0,-30.0,-21.0,6.0
1025904,HR,Croatia,,,,,,2020-06-06,-2.0,2.0,74.0,-14.0,5.0,-3.0
1025905,HR,Croatia,,,,,,2020-06-07,-3.0,-13.0,65.0,-12.0,12.0,-3.0
1025906,HR,Croatia,,,,,,2020-06-08,0.0,2.0,43.0,-23.0,-20.0,4.0
1025907,HR,Croatia,,,,,,2020-06-09,1.0,2.0,51.0,-24.0,-20.0,4.0
1025908,HR,Croatia,,,,,,2020-06-10,13.0,33.0,64.0,-15.0,-20.0,0.0
1025909,HR,Croatia,,,,,,2020-06-11,-34.0,-76.0,125.0,-48.0,-71.0,14.0
1025910,HR,Croatia,,,,,,2020-06-12,7.0,24.0,106.0,-23.0,-33.0,4.0
1025911,HR,Croatia,,,,,,2020-06-13,2.0,4.0,132.0,-12.0,3.0,-5.0
1025912,HR,Croatia,,,,,,2020-06-14,0.0,-7.0,76.0,-3.0,15.0,-5.0
1025913,HR,Croatia,,,,,,2020-06-15,3.0,9.0,58.0,-23.0,-20.0,3.0
1025914,HR,Croatia,,,,,,2020-06-16,6.0,8.0,80.0,-17.0,-19.0,3.0
1025915,HR,Croatia,,,,,,2020-06-17,7.0,10.0,86.0,-17.0,-19.0,2.0
1025916,HR,Croatia,,,,,,2020-06-18,8.0,7.0,98.0,-15.0,-19.0,1.0
1025917,HR,Croatia,,,,,,2020-06-19,4.0,11.0,105.0,-12.0,-20.0,1.0
1025918,HR,Croatia,,,,,,2020-06-20,4.0,10.0,127.0,-4.0,3.0,-4.0
1025919,HR,Croatia,,,,,,2020-06-21,8.0,10.0,114.0,-5.0,12.0,-3.0
1025920,HR,Croatia,,,,,,2020-06-22,-19.0,-29.0,173.0,-40.0,-68.0,10.0
1025921,HR,Croatia,,,,,,2020-06-23,11.0,16.0,153.0,-16.0,-23.0,1.0
1025922,HR,Croatia,,,,,,2020-06-24,11.0,16.0,169.0,-15.0,-21.0,1.0
1025923,HR,Croatia,,,,,,2020-06-25,9.0,10.0,177.0,-17.0,-22.0,2.0
1025924,HR,Croatia,,,,,,2020-06-26,4.0,11.0,172.0,-19.0,-22.0,1.0
1025925,HR,Croatia,,,,,,2020-06-27,1.0,4.0,189.0,-5.0,4.0,-4.0
1025926,HR,Croatia,,,,,,2020-06-28,4.0,3.0,150.0,0.0,18.0,-5.0
1025927,HR,Croatia,,,,,,2020-06-29,6.0,9.0,170.0,-20.0,-22.0,2.0
1025928,HR,Croatia,,,,,,2020-06-30,9.0,8.0,186.0,-19.0,-20.0,1.0
1025929,HR,Croatia,,,,,,2020-07-01,9.0,12.0,184.0,-17.0,-20.0,0.0
1025930,HR,Croatia,,,,,,2020-07-02,8.0,10.0,176.0,-18.0,-21.0,1.0
1025931,HR,Croatia,,,,,,2020-07-03,5.0,12.0,160.0,-16.0,-21.0,2.0
1025932,HR,Croatia,,,,,,2020-07-04,7.0,9.0,188.0,2.0,6.0,-3.0
1025933,HR,Croatia,,,,,,2020-07-05,18.0,16.0,179.0,14.0,20.0,-6.0
1025934,HR,Croatia,,,,,,2020-07-06,16.0,14.0,240.0,-13.0,-23.0,1.0
1025935,HR,Croatia,,,,,,2020-07-07,19.0,19.0,237.0,-11.0,-23.0,2.0
1025936,HR,Croatia,,,,,,2020-07-08,16.0,15.0,239.0,-14.0,-22.0,1.0
1025937,HR,Croatia,,,,,,2020-07-09,15.0,11.0,240.0,-14.0,-23.0,1.0
1025938,HR,Croatia,,,,,,2020-07-10,10.0,15.0,230.0,-11.0,-23.0,0.0
1025939,HR,Croatia,,,,,,2020-07-11,2.0,9.0,208.0,0.0,3.0,-2.0
1025940,HR,Croatia,,,,,,2020-07-12,20.0,20.0,198.0,16.0,17.0,-5.0
1025941,HR,Croatia,,,,,,2020-07-13,19.0,16.0,280.0,-10.0,-25.0,1.0
1025942,HR,Croatia,,,,,,2020-07-14,18.0,13.0,286.0,-13.0,-25.0,1.0
1025943,HR,Croatia,,,,,,2020-07-15,20.0,18.0,289.0,-12.0,-24.0,1.0
1025944,HR,Croatia,,,,,,2020-07-16,17.0,14.0,270.0,-12.0,-24.0,1.0
1025945,HR,Croatia,,,,,,2020-07-17,11.0,18.0,232.0,-10.0,-26.0,3.0
1025946,HR,Croatia,,,,,,2020-07-18,11.0,14.0,251.0,16.0,4.0,-2.0
1025947,HR,Croatia,,,,,,2020-07-19,22.0,16.0,239.0,23.0,17.0,-5.0
1025948,HR,Croatia,,,,,,2020-07-20,25.0,19.0,356.0,-6.0,-28.0,0.0
1025949,HR,Croatia,,,,,,2020-07-21,21.0,15.0,366.0,-12.0,-28.0,1.0
1025950,HR,Croatia,,,,,,2020-07-22,19.0,17.0,337.0,-14.0,-27.0,2.0
1025951,HR,Croatia,,,,,,2020-07-23,20.0,15.0,331.0,-11.0,-27.0,2.0
1025952,HR,Croatia,,,,,,2020-07-24,7.0,15.0,256.0,-12.0,-28.0,3.0
1025953,HR,Croatia,,,,,,2020-07-25,14.0,17.0,289.0,24.0,2.0,-2.0
1025954,HR,Croatia,,,,,,2020-07-26,25.0,20.0,284.0,27.0,19.0,-6.0
1025955,HR,Croatia,,,,,,2020-07-27,27.0,20.0,410.0,-6.0,-32.0,0.0
1025956,HR,Croatia,,,,,,2020-07-28,22.0,16.0,407.0,-11.0,-31.0,2.0
1025957,HR,Croatia,,,,,,2020-07-29,21.0,19.0,394.0,-12.0,-32.0,1.0
1025958,HR,Croatia,,,,,,2020-07-30,19.0,14.0,372.0,-11.0,-32.0,1.0
1025959,HR,Croatia,,,,,,2020-07-31,11.0,15.0,322.0,-7.0,-33.0,2.0
1025960,HR,Croatia,,,,,,2020-08-01,12.0,13.0,339.0,37.0,0.0,-6.0
1025961,HR,Croatia,,,,,,2020-08-02,28.0,27.0,322.0,42.0,16.0,-7.0
1025962,HR,Croatia,,,,,,2020-08-03,24.0,25.0,389.0,-4.0,-39.0,2.0
1025963,HR,Croatia,,,,,,2020-08-04,25.0,35.0,359.0,-9.0,-40.0,4.0
1025964,HR,Croatia,,,,,,2020-08-05,6.0,2.0,455.0,-23.0,-68.0,14.0
1025965,HR,Croatia,,,,,,2020-08-06,29.0,26.0,423.0,-5.0,-40.0,3.0
1025966,HR,Croatia,,,,,,2020-08-07,17.0,20.0,382.0,-6.0,-39.0,2.0
1025967,HR,Croatia,,,,,,2020-08-08,16.0,16.0,382.0,35.0,-1.0,-5.0
1025968,HR,Croatia,,,,,,2020-08-09,32.0,27.0,341.0,48.0,17.0,-7.0
1025969,HR,Croatia,,,,,,2020-08-10,32.0,30.0,484.0,0.0,-38.0,0.0
1025970,HR,Croatia,,,,,,2020-08-11,28.0,25.0,473.0,-8.0,-38.0,2.0
1025971,HR,Croatia,,,,,,2020-08-12,28.0,28.0,453.0,-8.0,-37.0,2.0
1025972,HR,Croatia,,,,,,2020-08-13,25.0,20.0,433.0,-7.0,-37.0,2.0
1025973,HR,Croatia,,,,,,2020-08-14,19.0,32.0,361.0,-1.0,-37.0,1.0
1025974,HR,Croatia,,,,,,2020-08-15,-7.0,-13.0,352.0,24.0,-22.0,-2.0
1025975,HR,Croatia,,,,,,2020-08-16,30.0,28.0,303.0,47.0,18.0,-8.0
1025976,HR,Croatia,,,,,,2020-08-17,,,,,-33.0,1.0
1025977,HR,Croatia,,,,,,2020-08-18,,,,,-32.0,3.0
1025978,HR,Croatia,,,,,,2020-08-19,,,,,-31.0,2.0
1025979,HR,Croatia,,,,,,2020-08-20,,,,,-31.0,1.0
1025980,HR,Croatia,,,,,,2020-08-21,,,,,-31.0,2.0
1025981,HR,Croatia,,,,,,2020-08-22,,,,,2.0,-5.0
1025982,HR,Croatia,,,,,,2020-08-23,,,,,19.0,-6.0
1025983,HR,Croatia,,,,,,2020-08-24,,,,,-28.0,2.0
1025984,HR,Croatia,,,,,,2020-08-25,,,,,-27.0,2.0
1025985,HR,Croatia,,,,,,2020-08-26,,,,,-26.0,2.0
1025986,HR,Croatia,,,,,,2020-08-27,,,,,-27.0,2.0
1025987,HR,Croatia,,,,,,2020-08-28,,,,,-26.0,2.0
1025988,HR,Croatia,,,,,,2020-08-29,,,,,1.0,-4.0
1025989,HR,Croatia,,,,,,2020-08-30,,,,,14.0,-4.0
1025990,HR,Croatia,,,,,,2020-08-31,,,,,-26.0,4.0
1025991,HR,Croatia,,,,,,2020-09-01,,,,,-24.0,3.0
1025992,HR,Croatia,,,,,,2020-09-02,,,,,-24.0,1.0
1025993,HR,Croatia,,,,,,2020-09-03,,,,,-24.0,1.0
1025994,HR,Croatia,,,,,,2020-09-04,,,,,-24.0,1.0
1025995,HR,Croatia,,,,,,2020-09-05,,,,,0.0,-4.0
1025996,HR,Croatia,,,,,,2020-09-06,,,,,12.0,-5.0
1025997,HR,Croatia,,,,,,2020-09-07,,,,,-25.0,0.0
1025998,HR,Croatia,,,,,,2020-09-08,,,,,-24.0,0.0
1025999,HR,Croatia,,,,,,2020-09-09,,,,,-23.0,0.0
1026000,HR,Croatia,,,,,,2020-09-10,,,,,-24.0,-2.0
1026001,HR,Croatia,,,,,,2020-09-11,,,,,-23.0,-3.0
1026002,HR,Croatia,,,,,,2020-09-12,,,,,-3.0,-7.0
1026003,HR,Croatia,,,,,,2020-09-13,,,,,8.0,-8.0
1026004,HR,Croatia,,,,,,2020-09-14,,,,,-20.0,-3.0
1026005,HR,Croatia,,,,,,2020-09-15,,,,,-19.0,-2.0
1026006,HR,Croatia,,,,,,2020-09-16,,,,,-20.0,-2.0
1026007,HR,Croatia,,,,,,2020-09-17,,,,,-20.0,-1.0
1026008,HR,Croatia,,,,,,2020-09-18,,,,,-21.0,-1.0
1026009,HR,Croatia,,,,,,2020-09-19,,,,,-5.0,-5.0
1026010,HR,Croatia,,,,,,2020-09-20,,,,,6.0,-6.0
1026011,HR,Croatia,,,,,,2020-09-21,,,,,-20.0,-1.0
1026012,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-15,11.0,-2.0,0.0,,2.0,
1026013,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-16,14.0,9.0,6.0,,1.0,
1026014,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-17,10.0,0.0,23.0,,-1.0,0.0
1026015,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-18,5.0,1.0,15.0,,-3.0,1.0
1026016,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-19,3.0,4.0,16.0,,-1.0,0.0
1026017,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-20,7.0,-2.0,8.0,,-4.0,1.0
1026018,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-21,6.0,2.0,15.0,,-1.0,0.0
1026019,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-22,10.0,3.0,23.0,,-1.0,
1026020,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-23,8.0,10.0,7.0,,1.0,
1026021,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-24,9.0,0.0,5.0,,-2.0,0.0
1026022,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-25,4.0,12.0,17.0,,-3.0,0.0
1026023,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-26,-1.0,1.0,0.0,,-3.0,2.0
1026024,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-27,4.0,-2.0,4.0,,-2.0,1.0
1026025,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-28,3.0,-5.0,-2.0,,-1.0,1.0
1026026,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-02-29,6.0,2.0,1.0,,1.0,
1026027,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-01,3.0,1.0,-12.0,,0.0,
1026028,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-02,7.0,0.0,8.0,,1.0,0.0
1026029,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-03,4.0,0.0,0.0,,1.0,0.0
1026030,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-04,2.0,0.0,4.0,,0.0,0.0
1026031,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-05,4.0,0.0,15.0,,1.0,0.0
1026032,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-06,6.0,2.0,-6.0,,-1.0,1.0
1026033,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-07,12.0,7.0,-1.0,,4.0,
1026034,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-08,19.0,15.0,2.0,,8.0,
1026035,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-09,9.0,-1.0,3.0,,2.0,0.0
1026036,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-10,5.0,6.0,17.0,,3.0,0.0
1026037,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-11,7.0,5.0,25.0,,1.0,-2.0
1026038,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-12,5.0,9.0,22.0,,2.0,-1.0
1026039,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-13,2.0,25.0,-2.0,,0.0,2.0
1026040,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-14,-4.0,12.0,2.0,,-4.0,
1026041,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-15,-7.0,9.0,1.0,,-5.0,
1026042,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-16,-3.0,20.0,14.0,,-21.0,7.0
1026043,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-17,-14.0,6.0,27.0,,-24.0,7.0
1026044,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-18,-16.0,18.0,19.0,,-28.0,7.0
1026045,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-19,-53.0,-10.0,26.0,-59.0,-34.0,11.0
1026046,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-20,-64.0,-25.0,17.0,-70.0,-39.0,14.0
1026047,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-21,-70.0,-31.0,-10.0,,-36.0,
1026048,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-22,-81.0,-41.0,-39.0,,-43.0,
1026049,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-23,-67.0,-41.0,-29.0,,-49.0,20.0
1026050,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-24,-80.0,-49.0,-40.0,,-57.0,
1026051,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-25,-77.0,-45.0,-42.0,,-57.0,
1026052,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-26,-78.0,-50.0,-39.0,,-56.0,
1026053,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-27,-78.0,-49.0,-27.0,,-53.0,
1026054,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-28,-79.0,-51.0,-16.0,,-47.0,
1026055,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-29,-85.0,-58.0,-23.0,,-46.0,
1026056,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-30,-74.0,-49.0,-30.0,,-54.0,21.0
1026057,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-03-31,-71.0,-38.0,-16.0,,-53.0,20.0
1026058,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-04-01,-71.0,-43.0,-8.0,,-53.0,19.0
1026059,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-04-02,-70.0,-45.0,0.0,,-52.0,20.0
1026060,HR,Croatia,Bjelovar-Bilogora County,,,HR-07,,2020-04-03,-69.0,-42.0,1.0,-73.0,-51.0,21.0
