,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1028489,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-04-25,-58.0,,,,-36.0,
1028490,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-04-26,,,,,-33.0,
1028491,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-04-27,,,,-53.0,-42.0,
1028492,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-04-28,,,,,-42.0,
1028493,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-04-29,,,,-62.0,-42.0,
1028494,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-04-30,,,,,-42.0,
1028495,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-01,-90.0,,,,-82.0,
1028496,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-02,-45.0,,,,-40.0,
1028497,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-03,,,,,-38.0,
1028498,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-04,,,,,-39.0,
1028499,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-05,,,,,-38.0,
1028500,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-06,,,,,-36.0,
1028501,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-07,,,,,-36.0,
1028502,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-08,-35.0,,,,-35.0,
1028503,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-09,-40.0,,,,-18.0,
1028504,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-10,,,,,-16.0,
1028505,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-11,,,,,-29.0,
1028506,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-12,,,,,-33.0,
1028507,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-13,,,,,-31.0,
1028508,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-14,-12.0,-7.0,,,-31.0,
1028509,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-15,-6.0,8.0,,,-30.0,
1028510,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-16,-12.0,3.0,,,-14.0,
1028511,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-17,-25.0,,,,-7.0,
1028512,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-18,-1.0,,,,-26.0,
1028513,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-19,-7.0,-7.0,,,-28.0,
1028514,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-20,-6.0,,,-55.0,-30.0,
1028515,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-21,6.0,7.0,,,-30.0,
1028516,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-22,-4.0,-4.0,,,-25.0,
1028517,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-23,-5.0,-2.0,,,-5.0,
1028518,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-24,-18.0,,,,-2.0,
1028519,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-25,-2.0,,,,-27.0,
1028520,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-26,-9.0,-6.0,,,-24.0,
1028521,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-27,-10.0,,,,-24.0,
1028522,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-28,-6.0,-6.0,,,-24.0,
1028523,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-29,10.0,,,,-24.0,
1028524,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-30,-50.0,,,,-30.0,
1028525,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-05-31,-2.0,,,,10.0,
1028526,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-01,14.0,,,,-21.0,
1028527,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-02,-5.0,-7.0,,,-21.0,
1028528,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-03,-5.0,,,,-21.0,
1028529,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-04,-4.0,0.0,,,-20.0,
1028530,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-05,0.0,17.0,,,-24.0,
1028531,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-06,-3.0,5.0,,,8.0,
1028532,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-07,,,,,18.0,
1028533,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-08,-1.0,,,,-20.0,
1028534,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-09,-1.0,,,,-21.0,
1028535,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-10,20.0,,,,-20.0,
1028536,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-11,-43.0,,,-70.0,-71.0,
1028537,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-12,8.0,,,,-33.0,
1028538,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-13,2.0,12.0,,,-3.0,
1028539,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-14,,,,,17.0,
1028540,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-15,-3.0,,,,-20.0,
1028541,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-16,-3.0,,,,-20.0,
1028542,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-17,-3.0,,,,-20.0,
1028543,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-18,0.0,6.0,,,-23.0,
1028544,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-19,7.0,14.0,,,-22.0,
1028545,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-20,-4.0,7.0,,,-1.0,
1028546,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-21,2.0,,,,18.0,
1028547,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-22,-43.0,,,-68.0,-70.0,
1028548,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-23,4.0,,,,-24.0,
1028549,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-24,1.0,,,,-19.0,
1028550,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-25,-10.0,-2.0,,,-24.0,
1028551,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-26,0.0,-8.0,,,-24.0,
1028552,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-27,-10.0,-19.0,,,-5.0,
1028553,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-28,3.0,,,,17.0,
1028554,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-29,2.0,,,,-23.0,
1028555,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-06-30,0.0,-14.0,,,-23.0,
1028556,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-01,0.0,,,,-23.0,
1028557,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-02,-11.0,-19.0,,,-25.0,
1028558,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-03,-8.0,-3.0,,,-26.0,
1028559,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-04,-16.0,-25.0,,,-4.0,
1028560,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-05,-3.0,,,,19.0,
1028561,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-06,-5.0,,,,-31.0,
1028562,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-07,-7.0,-8.0,,,-30.0,
1028563,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-08,-5.0,,,,-28.0,
1028564,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-09,-9.0,-10.0,,,-31.0,
1028565,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-10,-10.0,-13.0,,,-29.0,
1028566,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-11,-20.0,,,,-12.0,
1028567,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-12,-1.0,,,,15.0,
1028568,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-13,-3.0,,,,-30.0,
1028569,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-14,-7.0,-16.0,,,-31.0,
1028570,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-15,0.0,,,,-29.0,
1028571,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-16,-4.0,-13.0,,,-32.0,
1028572,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-17,-11.0,-11.0,,,-32.0,
1028573,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-18,-15.0,-20.0,,,-11.0,
1028574,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-19,-6.0,,,,11.0,
1028575,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-20,2.0,,,,-35.0,
1028576,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-21,-4.0,-21.0,,,-35.0,
1028577,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-22,-7.0,,,,-34.0,
1028578,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-23,-9.0,-17.0,,,-38.0,
1028579,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-24,-13.0,-4.0,,-52.0,-36.0,
1028580,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-25,-14.0,-8.0,,,-12.0,
1028581,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-26,1.0,,,,10.0,
1028582,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-27,-2.0,,,,-38.0,
1028583,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-28,-9.0,-7.0,,,-40.0,
1028584,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-29,-6.0,,,,-39.0,
1028585,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-30,-6.0,-7.0,,,-40.0,
1028586,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-07-31,-9.0,-5.0,,,-41.0,
1028587,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-01,-13.0,-18.0,,,-16.0,
1028588,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-02,,,,,0.0,
1028589,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-03,-2.0,,,,-46.0,
1028590,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-04,-1.0,,,,-47.0,
1028591,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-05,-54.0,,,-77.0,-73.0,
1028592,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-06,3.0,-4.0,,,-48.0,
1028593,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-07,-5.0,-13.0,,,-45.0,
1028594,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-08,-9.0,,,,-20.0,
1028595,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-09,,,,,2.0,
1028596,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-10,8.0,,,,-44.0,
1028597,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-11,1.0,,,,-44.0,
1028598,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-12,2.0,,,,-44.0,
1028599,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-13,3.0,-1.0,,,-44.0,
1028600,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-14,10.0,17.0,,,-41.0,
1028601,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-15,-33.0,,,,-33.0,
1028602,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-16,,,,,4.0,
1028603,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-17,,,,,-39.0,
1028604,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-18,,,,,-38.0,
1028605,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-19,,,,,-36.0,
1028606,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-20,,,,,-38.0,
1028607,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-21,,,,,-37.0,
1028608,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-22,,,,,-13.0,
1028609,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-23,,,,,3.0,
1028610,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-24,,,,,-33.0,
1028611,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-25,,,,,-33.0,
1028612,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-26,,,,,-30.0,
1028613,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-27,,,,,-33.0,
1028614,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-28,,,,,-30.0,
1028615,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-29,,,,,-7.0,
1028616,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-30,,,,,13.0,
1028617,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-08-31,,,,,-33.0,
1028618,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-01,,,,,-33.0,
1028619,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-02,,,,,-30.0,
1028620,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-03,,,,,-32.0,
1028621,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-04,,,,,-31.0,
1028622,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-05,,,,,-14.0,
1028623,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-06,,,,,-3.0,
1028624,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-07,,,,,-30.0,
1028625,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-08,,,,,-32.0,
1028626,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-09,,,,,-29.0,
1028627,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-10,,,,,-32.0,
1028628,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-11,,,,,-32.0,
1028629,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-12,,,,,-17.0,
1028630,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-13,,,,,-3.0,
1028631,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-14,,,,,-24.0,
1028632,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-15,,,,,-25.0,
1028633,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-16,,,,,-24.0,
1028634,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-17,,,,,-25.0,
1028635,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-18,,,,,-24.0,
1028636,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-19,,,,,-16.0,
1028637,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-20,,,,,-7.0,
1028638,HR,Croatia,Požega-Slavonia County,,,HR-11,,2020-09-21,,,,,-28.0,
1028639,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-15,12.0,5.0,60.0,14.0,5.0,-2.0
1028640,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-16,16.0,12.0,79.0,22.0,4.0,-3.0
1028641,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-17,1.0,5.0,0.0,7.0,0.0,0.0
1028642,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-18,-2.0,-2.0,-4.0,4.0,0.0,2.0
1028643,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-19,-1.0,1.0,5.0,4.0,0.0,0.0
1028644,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-20,3.0,4.0,15.0,5.0,1.0,0.0
1028645,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-21,8.0,7.0,24.0,13.0,0.0,0.0
1028646,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-22,22.0,16.0,69.0,34.0,4.0,-2.0
1028647,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-23,56.0,10.0,75.0,133.0,8.0,-3.0
1028648,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-24,4.0,11.0,17.0,26.0,-3.0,0.0
1028649,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-25,-3.0,10.0,2.0,10.0,-2.0,2.0
1028650,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-26,-11.0,2.0,-11.0,-7.0,-2.0,3.0
1028651,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-27,-5.0,-3.0,5.0,0.0,-2.0,2.0
1028652,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-28,1.0,0.0,15.0,2.0,-1.0,1.0
1028653,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-02-29,-6.0,-1.0,0.0,-17.0,0.0,2.0
1028654,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-01,-26.0,-16.0,-62.0,-23.0,-6.0,3.0
1028655,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-02,-4.0,-1.0,-14.0,0.0,0.0,1.0
1028656,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-03,0.0,-3.0,12.0,4.0,1.0,1.0
1028657,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-04,-5.0,-2.0,-3.0,0.0,2.0,1.0
1028658,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-05,0.0,2.0,13.0,7.0,1.0,0.0
1028659,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-06,-4.0,0.0,-12.0,-5.0,0.0,2.0
1028660,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-07,5.0,7.0,19.0,-10.0,5.0,0.0
1028661,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-08,19.0,10.0,48.0,11.0,5.0,-3.0
1028662,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-09,2.0,5.0,13.0,5.0,1.0,0.0
1028663,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-10,1.0,5.0,22.0,11.0,2.0,1.0
1028664,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-11,-1.0,8.0,22.0,0.0,2.0,0.0
1028665,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-12,-4.0,19.0,20.0,1.0,0.0,1.0
1028666,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-13,-14.0,21.0,-10.0,-10.0,-3.0,4.0
1028667,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-14,-24.0,6.0,-2.0,-31.0,-4.0,5.0
1028668,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-15,-27.0,-3.0,19.0,-33.0,-8.0,3.0
1028669,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-16,-23.0,11.0,4.0,-35.0,-23.0,8.0
1028670,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-17,-30.0,-4.0,20.0,-36.0,-28.0,10.0
1028671,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-18,-34.0,-1.0,8.0,-45.0,-31.0,11.0
1028672,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-19,-60.0,-17.0,11.0,-50.0,-39.0,15.0
1028673,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-20,-66.0,-21.0,3.0,-58.0,-43.0,18.0
1028674,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-21,-75.0,-30.0,-22.0,-67.0,-41.0,13.0
1028675,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-22,-83.0,-48.0,-63.0,-74.0,-47.0,14.0
1028676,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-23,-75.0,-40.0,-54.0,-75.0,-56.0,22.0
1028677,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-24,-80.0,-51.0,-61.0,-79.0,-63.0,26.0
1028678,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-25,-81.0,-51.0,-62.0,-79.0,-63.0,27.0
1028679,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-26,-81.0,-53.0,-67.0,-81.0,-64.0,28.0
1028680,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-27,-79.0,-48.0,-54.0,-80.0,-62.0,29.0
1028681,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-28,-80.0,-51.0,-42.0,-79.0,-50.0,19.0
1028682,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-29,-82.0,-58.0,-47.0,-81.0,-48.0,15.0
1028683,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-30,-76.0,-45.0,-52.0,-80.0,-60.0,24.0
1028684,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-03-31,-76.0,-46.0,-42.0,-77.0,-60.0,24.0
1028685,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-01,-75.0,-44.0,-38.0,-76.0,-59.0,23.0
1028686,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-02,-73.0,-44.0,-27.0,-75.0,-59.0,23.0
1028687,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-03,-73.0,-39.0,-30.0,-76.0,-58.0,25.0
1028688,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-04,-75.0,-43.0,-36.0,-75.0,-46.0,17.0
1028689,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-05,-77.0,-46.0,-30.0,-75.0,-45.0,13.0
1028690,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-06,-69.0,-36.0,-23.0,-75.0,-57.0,21.0
1028691,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-07,-68.0,-35.0,-12.0,-69.0,-57.0,21.0
1028692,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-08,-68.0,-33.0,-20.0,-71.0,-56.0,20.0
1028693,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-09,-65.0,-19.0,-19.0,-70.0,-56.0,21.0
1028694,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-10,-68.0,-20.0,-24.0,-76.0,-58.0,24.0
1028695,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-11,-73.0,-30.0,-25.0,-74.0,-51.0,16.0
1028696,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-12,-85.0,-92.0,-30.0,-78.0,-51.0,13.0
1028697,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-13,-84.0,-76.0,-17.0,-82.0,-85.0,28.0
1028698,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-14,-74.0,-44.0,-45.0,-71.0,-58.0,23.0
1028699,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-15,-67.0,-33.0,-16.0,-66.0,-55.0,20.0
1028700,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-16,-66.0,-32.0,-13.0,-66.0,-54.0,20.0
1028701,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-17,-66.0,-29.0,-12.0,-68.0,-53.0,22.0
1028702,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-18,-68.0,-33.0,,-64.0,-40.0,13.0
1028703,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-19,-70.0,-38.0,-15.0,-64.0,-37.0,9.0
1028704,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-20,-66.0,-34.0,-35.0,-64.0,-52.0,19.0
1028705,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-21,-65.0,-35.0,-26.0,-62.0,-52.0,19.0
1028706,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-22,-63.0,-33.0,-20.0,-62.0,-50.0,18.0
1028707,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-23,-62.0,-33.0,-11.0,-60.0,-50.0,18.0
1028708,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-24,-63.0,-30.0,-9.0,-66.0,-48.0,18.0
1028709,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-25,-63.0,-28.0,,-56.0,-35.0,9.0
1028710,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-26,-69.0,-38.0,-12.0,-55.0,-36.0,8.0
1028711,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-27,-52.0,-23.0,-8.0,-57.0,-44.0,14.0
1028712,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-28,-54.0,-25.0,-17.0,-54.0,-45.0,14.0
1028713,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-29,-59.0,-24.0,-40.0,-61.0,-46.0,18.0
1028714,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-04-30,-48.0,1.0,-10.0,-51.0,-43.0,13.0
1028715,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-05-01,-83.0,-89.0,-30.0,-73.0,-82.0,28.0
1028716,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-05-02,-55.0,-7.0,,-55.0,-36.0,10.0
1028717,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-05-03,-69.0,-82.0,16.0,-43.0,-33.0,6.0
1028718,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-05-04,-40.0,-8.0,4.0,-44.0,-36.0,10.0
1028719,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-05-05,-45.0,-15.0,-3.0,-41.0,-37.0,12.0
1028720,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-05-06,-45.0,-14.0,-5.0,-45.0,-36.0,12.0
1028721,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-05-07,-43.0,-12.0,9.0,-42.0,-36.0,11.0
1028722,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-05-08,-44.0,-9.0,9.0,-46.0,-34.0,12.0
1028723,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-05-09,-44.0,2.0,23.0,-37.0,-18.0,4.0
1028724,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-05-10,-65.0,-83.0,13.0,-34.0,-24.0,4.0
1028725,HR,Croatia,Primorje-Gorski Kotar County,,,HR-08,,2020-05-11,-23.0,-2.0,-17.0,-45.0,-29.0,10.0
